no,time:timestamp,name,TOC,activity,Priority_Code,case_id,DeviceType,Device,event_message
68012,2017-05-01 08:00:06.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611 BLKCAR L752_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
68014,2017-05-01 08:00:06.000,ML,TMS,TOCFC,4,Substation795,BLKCAR,Device775,Substation795 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
68017,2017-05-01 08:00:07.000,ML,TMS,TOCLR,4,Substation723,BLKCAR,Device516,Substation723 BLKCAR Device516 SIGNAL RECEIVED NORMAL CHG-DET
68020,2017-05-01 08:00:08.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device111,Substation1303 BLKCAR Device111 SIGNAL RECEIVED NORMAL CHG-DET
68029,2017-05-01 08:00:09.000,ML,TMS,TOCSR,4,Substation1051,BLKCAR,Device292,Substation1051 BLKCAR Device292 SIGNAL RECEIVED NORMAL CHG-DET
68030,2017-05-01 08:00:09.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device20,Substation621 BLKCAR Device20 SIGNAL RECEIVED NORMAL CHG-DET
68032,2017-05-01 08:00:09.000,ML,TMS,TOCED,4,Substation78,BLKCAR,Device753,Substation78 BLKCAR Device753 SIGNAL RECEIVED NORMAL CHG-DET
68035,2017-05-01 08:00:10.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 TRANSMITTER NORMAL CHG-DET
68036,2017-05-01 08:00:10.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 CARRIER LEVEL NORMAL CHG-DET
68037,2017-05-01 08:00:10.000,ML,TMS,TOCLR,4,Substation169,BLKCAR,SLYVNX,Substation169 BLKCAR SLYVNX SIGNAL RECEIVED NORMAL CHG-DET
68038,2017-05-01 08:00:10.000,ML,TMS,TOCFC,4,Substation795,BLKCAR,Device775,Substation795 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
68048,2017-05-01 08:00:13.000,ML,TMS,TOCLR,4,Substation723,BLKCAR,Device516,Substation723 BLKCAR Device516 SIGNAL RECEIVED NORMAL CHG-DET
68049,2017-05-01 08:00:14.000,ML,TMS,TOCSR,4,Substation694,BLKCAR,Device726,Substation694 BLKCAR Device726 SIGNAL RECEIVED NORMAL CHG-DET
68816,2017-05-01 08:05:02.000,ML,TMS,TOCSR,4,Substation1051,BLKCAR,Device292,Substation1051 BLKCAR Device292 SIGNAL RECEIVED TRIP ENABLED CHG-DET
68818,2017-05-01 08:05:02.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL LOW CHG-DET
68819,2017-05-01 08:05:02.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL LOW CHG-DET
68820,2017-05-01 08:05:02.000,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136 BLKCAR Device309 SIGNAL RECEIVED TRIP ENABLED CHG-DET
68821,2017-05-01 08:05:02.000,ML,TMS,TOCED,4,Substation78,BLKCAR,Device753,Substation78 BLKCAR Device753 SIGNAL RECEIVED NORMAL CHG-DET
68831,2017-05-01 08:05:03.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL NORMAL CHG-DET
68832,2017-05-01 08:05:03.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL NORMAL CHG-DET
68836,2017-05-01 08:05:04.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device50,Substation687 BLKCAR Device50 SIGNAL RECEIVED NORMAL CHG-DET
68838,2017-05-01 08:05:05.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
68839,2017-05-01 08:05:05.000,ML,TMS,TOCSR,4,Substation1051,BLKCAR,Device292,Substation1051 BLKCAR Device292 SIGNAL RECEIVED NORMAL CHG-DET
68843,2017-05-01 08:05:05.000,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901 BLKCAR L119_PLC85P1-1 SIGNAL RECEIVED NORMAL CHG-DET
68845,2017-05-01 08:05:06.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device50,Substation687 BLKCAR Device50 SIGNAL RECEIVED NORMAL CHG-DET
68846,2017-05-01 08:05:06.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED NORMAL CHG-DET
68848,2017-05-01 08:05:06.000,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136 BLKCAR Device309 SIGNAL RECEIVED NORMAL CHG-DET
68849,2017-05-01 08:05:06.000,ML,TMS,TOCED,4,Substation78,BLKCAR,Device753,Substation78 BLKCAR Device753 SIGNAL RECEIVED NORMAL CHG-DET
68852,2017-05-01 08:05:07.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL NORMAL CHG-DET
68853,2017-05-01 08:05:07.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL NORMAL CHG-DET
68859,2017-05-01 08:05:09.000,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901 BLKCAR L119_PLC85P1-1 SIGNAL RECEIVED NORMAL CHG-DET
68869,2017-05-01 08:05:13.000,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901 BLKCAR L119_PLC85P1-1 SIGNAL RECEIVED NORMAL CHG-DET
68872,2017-05-01 08:05:15.000,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901 BLKCAR L119_PLC85P1-1 SIGNAL RECEIVED BLOCK TRIP CHG-DET
68877,2017-05-01 08:05:30.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
68893,2017-05-01 08:05:30.000,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901 BLKCAR L119_PLC85P1-1 SIGNAL RECEIVED NORMAL CHG-DET
68903,2017-05-01 08:05:30.000,ML,TMS,TOCLR,4,Substation723,BLKCAR,Device516,Substation723 BLKCAR Device516 SIGNAL RECEIVED NORMAL CHG-DET
68904,2017-05-01 08:05:30.000,ML,TMS,TOCLR,4,Substation169,BLKCAR,SLYVNX,Substation169 BLKCAR SLYVNX SIGNAL RECEIVED NORMAL CHG-DET
68911,2017-05-01 08:05:30.000,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901 BLKCAR L119_PLC85P1-1 SIGNAL RECEIVED NORMAL CHG-DET
68916,2017-05-01 08:05:30.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
68920,2017-05-01 08:05:30.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
68923,2017-05-01 08:05:30.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
68928,2017-05-01 08:05:32.000,ML,TMS,TOCLR,4,Substation169,BLKCAR,SLYVNX,Substation169 BLKCAR SLYVNX SIGNAL RECEIVED NORMAL CHG-DET
69007,2017-05-01 08:06:01.000,ML,TMS,TOCLR,4,Substation169,BLKCAR,Device335,Substation169 BLKCAR Device335 SIGNAL RECEIVED TRIP ENABLED CHG-DET
69009,2017-05-01 08:06:01.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
69010,2017-05-01 08:06:01.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
69012,2017-05-01 08:06:01.000,ML,TMS,TOCLR,4,Substation1350,BLKCAR,JAX_N_LN,Substation1350 BLKCAR JAX_N_LN SIGNAL RECEIVED TRIP ENABLED CHG-DET
69020,2017-05-01 08:06:02.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED TRIP ENABLED CHG-DET
69024,2017-05-01 08:06:03.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
69028,2017-05-01 08:06:03.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
69029,2017-05-01 08:06:04.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED TRIP ENABLED CHG-DET
69032,2017-05-01 08:06:04.000,ML,TMS,TOCLR,4,Substation169,BLKCAR,Device335,Substation169 BLKCAR Device335 SIGNAL RECEIVED TRIP ENABLED CHG-DET
69033,2017-05-01 08:06:04.000,ML,TMS,TOCGR,4,Substation1142,BLKCAR,Device229,Substation1142 BLKCAR Device229 SIGNAL XMIT ALARM CHG-DET
69036,2017-05-01 08:06:05.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
69037,2017-05-01 08:06:05.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
69044,2017-05-01 08:06:06.000,ML,TMS,TOCLR,4,Substation1350,BLKCAR,JAX_N_LN,Substation1350 BLKCAR JAX_N_LN SIGNAL RECEIVED NORMAL CHG-DET
69047,2017-05-01 08:06:06.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED NORMAL CHG-DET
69058,2017-05-01 08:06:09.000,ML,TMS,TOCLR,4,Substation169,BLKCAR,Device335,Substation169 BLKCAR Device335 SIGNAL RECEIVED NORMAL CHG-DET
69064,2017-05-01 08:06:10.000,ML,TMS,TOCGR,4,Substation1142,BLKCAR,Device229,Substation1142 BLKCAR Device229 SIGNAL XMIT NORMAL CHG-DET
69701,2017-05-01 08:10:00.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
69704,2017-05-01 08:10:02.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
69716,2017-05-01 08:10:04.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
69722,2017-05-01 08:10:06.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
69789,2017-05-01 08:10:34.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L741_PULSAR,Substation424 BLKCAR L741_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
69793,2017-05-01 08:10:36.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
69800,2017-05-01 08:10:38.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
69802,2017-05-01 08:10:38.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L741_PULSAR,Substation424 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
70034,2017-05-01 08:12:03.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED TRIP ENABLED CHG-DET
70044,2017-05-01 08:12:05.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED NORMAL CHG-DET
70045,2017-05-01 08:12:05.000,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977 BLKCAR Device754 SIGNAL RECEIVED TRIP ENABLED CHG-DET
70056,2017-05-01 08:12:08.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED TRIP ENABLED CHG-DET
70061,2017-05-01 08:12:10.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED NORMAL CHG-DET
70062,2017-05-01 08:12:10.000,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977 BLKCAR Device754 SIGNAL RECEIVED NORMAL CHG-DET
70067,2017-05-01 08:12:12.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED NORMAL CHG-DET
70072,2017-05-01 08:12:14.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED TRIP ENABLED CHG-DET
70081,2017-05-01 08:12:16.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED TRIP ENABLED CHG-DET
70089,2017-05-01 08:12:18.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED NORMAL CHG-DET
70290,2017-05-01 08:13:12.000,ML,TMS,TOCBR,4,Substation1125,BLKCAR,L342_PULSAR,Substation1125 BLKCAR L342_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
70294,2017-05-01 08:13:12.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L342_PULSAR,Substation424 BLKCAR L342_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
70525,2017-05-01 08:14:28.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4390,Substation245 BLKCAR Device4390 SIGNAL RECEIVED TRIP ENABLED CHG-DET
70529,2017-05-01 08:14:30.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4390,Substation245 BLKCAR Device4390 SIGNAL RECEIVED NORMAL CHG-DET
70537,2017-05-01 08:14:34.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4390,Substation245 BLKCAR Device4390 SIGNAL RECEIVED NORMAL CHG-DET
70540,2017-05-01 08:14:35.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4390,Substation245 BLKCAR Device4390 SIGNAL RECEIVED NORMAL CHG-DET
70550,2017-05-01 08:14:38.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4390,Substation245 BLKCAR Device4390 SIGNAL RECEIVED TRIP ENABLED CHG-DET
70559,2017-05-01 08:14:40.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4390,Substation245 BLKCAR Device4390 SIGNAL RECEIVED TRIP ENABLED CHG-DET
70566,2017-05-01 08:14:42.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4390,Substation245 BLKCAR Device4390 SIGNAL RECEIVED NORMAL CHG-DET
70571,2017-05-01 08:14:44.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4390,Substation245 BLKCAR Device4390 SIGNAL RECEIVED NORMAL CHG-DET
70608,2017-05-01 08:14:57.000,ML,TMS,TOCLC,4,Substation252,GCB,27475,Substation252 GCB 27475 HEATER LOSS CHG-DET
70609,2017-05-01 08:14:57.000,ML,TMS,TOCLC,4,Substation252,GCB,27470,Substation252 GCB 27470 HEATER LOSS CHG-DET
70610,2017-05-01 08:14:57.000,ML,TMS,TOCLC,4,Substation252,GCB,27465,Substation252 GCB 27465 HEATER LOSS CHG-DET
70611,2017-05-01 08:14:57.000,ML,TMS,TOCLC,4,Substation252,GCB,27460,Substation252 GCB 27460 HEATER LOSS CHG-DET
70612,2017-05-01 08:14:57.000,ML,TMS,TOCLC,4,Substation252,GCB,27455,Substation252 GCB 27455 HEATER LOSS CHG-DET
70629,2017-05-01 08:15:02.000,ML,TMS,TOCLC,4,Substation252,GCB,27450,Substation252 GCB 27450 HEATER LOSS CHG-DET
70630,2017-05-01 08:15:02.000,ML,TMS,TOCLC,4,Substation252,GCB,27445,Substation252 GCB 27445 HEATER LOSS CHG-DET
70631,2017-05-01 08:15:02.000,ML,TMS,TOCLC,4,Substation252,GCB,27440,Substation252 GCB 27440 HEATER LOSS CHG-DET
70632,2017-05-01 08:15:02.000,ML,TMS,TOCLC,4,Substation252,GCB,27435,Substation252 GCB 27435 HEATER LOSS CHG-DET
70633,2017-05-01 08:15:02.000,ML,TMS,TOCLC,4,Substation252,GCB,27430,Substation252 GCB 27430 HEATER LOSS CHG-DET
70634,2017-05-01 08:15:02.000,ML,TMS,TOCLC,4,Substation252,GCB,27425,Substation252 GCB 27425 HEATER LOSS CHG-DET
70636,2017-05-01 08:15:02.000,ML,TMS,TOCLC,4,Substation252,GCB,27420,Substation252 GCB 27420 HEATER LOSS CHG-DET
70637,2017-05-01 08:15:02.000,ML,TMS,TOCLC,4,Substation252,GCB,27415,Substation252 GCB 27415 HEATER LOSS CHG-DET
70649,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27475,Substation252 GCB 27475 HEATER NORMAL CHG-DET
70650,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27470,Substation252 GCB 27470 HEATER NORMAL CHG-DET
70651,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27465,Substation252 GCB 27465 HEATER NORMAL CHG-DET
70652,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27460,Substation252 GCB 27460 HEATER NORMAL CHG-DET
70653,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27455,Substation252 GCB 27455 HEATER NORMAL CHG-DET
70654,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27450,Substation252 GCB 27450 HEATER NORMAL CHG-DET
70655,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27445,Substation252 GCB 27445 HEATER NORMAL CHG-DET
70656,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27440,Substation252 GCB 27440 HEATER NORMAL CHG-DET
70657,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27435,Substation252 GCB 27435 HEATER NORMAL CHG-DET
70658,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27430,Substation252 GCB 27430 HEATER NORMAL CHG-DET
70659,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27425,Substation252 GCB 27425 HEATER NORMAL CHG-DET
70660,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27420,Substation252 GCB 27420 HEATER NORMAL CHG-DET
70661,2017-05-01 08:15:06.000,ML,TMS,TOCLC,4,Substation252,GCB,27415,Substation252 GCB 27415 HEATER NORMAL CHG-DET
70934,2017-05-01 08:16:50.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
71052,2017-05-01 08:17:34.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
71063,2017-05-01 08:17:37.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
71143,2017-05-01 08:18:08.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L734_PULSAR,Substation611 BLKCAR L734_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
71150,2017-05-01 08:18:10.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L734_PULSAR,Substation611 BLKCAR L734_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
71364,2017-05-01 08:19:43.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
71702,2017-05-01 08:21:57.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
71726,2017-05-01 08:22:08.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
71755,2017-05-01 08:22:19.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
71790,2017-05-01 08:22:27.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
71822,2017-05-01 08:22:41.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
71860,2017-05-01 08:22:58.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
71876,2017-05-01 08:23:04.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
71918,2017-05-01 08:23:25.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
71963,2017-05-01 08:23:45.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
72151,2017-05-01 08:24:48.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED TRIP ENABLED CHG-DET
72156,2017-05-01 08:24:50.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED NORMAL CHG-DET
72215,2017-05-01 08:25:05.000,ML,TMS,TOCSR,4,Substation163,RTU161,GNSS_CLOCK,Substation163 RTU161 GNSS_CLOCK CLOCK SIGNAL ALARM CHG-DET
72219,2017-05-01 08:25:07.000,ML,TMS,TOCSR,4,Substation163,RTU161,GNSS_CLOCK,Substation163 RTU161 GNSS_CLOCK CLOCK SIGNAL NORMAL CHG-DET
72635,2017-05-01 08:27:19.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER LOSS CHG-DET
72764,2017-05-01 08:28:22.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
73087,2017-05-01 08:30:43.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER NORMAL CHG-DET
73404,2017-05-01 08:32:55.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
73437,2017-05-01 08:33:09.000,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136 BLKCAR Device309 SIGNAL RECEIVED NORMAL CHG-DET
73445,2017-05-01 08:33:13.000,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136 BLKCAR Device309 SIGNAL RECEIVED TRIP ENABLED CHG-DET
73464,2017-05-01 08:33:23.000,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136 BLKCAR Device309 SIGNAL RECEIVED NORMAL CHG-DET
73489,2017-05-01 08:33:33.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED NORMAL CHG-DET
73496,2017-05-01 08:33:37.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED NORMAL CHG-DET
74023,2017-05-01 08:37:46.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED ALARM CHG-DET
74025,2017-05-01 08:37:47.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
74121,2017-05-01 08:38:28.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
74144,2017-05-01 08:38:40.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
74521,2017-05-01 08:41:24.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
75589,2017-05-01 08:49:22.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
76259,2017-05-01 08:54:42.000,ML,TMS,TOCFC,4,Substation795,BLKCAR,Device775,Substation795 BLKCAR Device775 SIGNAL RECEIVED TRIP ENABLED CHG-DET
76260,2017-05-01 08:54:42.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device20,Substation621 BLKCAR Device20 SIGNAL RECEIVED NORMAL CHG-DET
76264,2017-05-01 08:54:45.000,ML,TMS,TOCFC,4,Substation795,BLKCAR,Device775,Substation795 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
76271,2017-05-01 08:54:47.000,ML,TMS,TOCFC,4,Substation795,BLKCAR,Device775,Substation795 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
76272,2017-05-01 08:54:47.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device20,Substation621 BLKCAR Device20 SIGNAL RECEIVED NORMAL CHG-DET
76577,2017-05-01 08:56:40.000,ML,TMS,TOCPA,4,Substation879,LN,414,Substation879 LN 414 AMPG UNBALANCED 800.0 CURRENT VALUE 800.0 AMPG HIGH LIMIT VALUE 10.9
76661,2017-05-01 08:57:11.000,ML,TMS,TOCPA,4,Substation879,LN,414,Substation879 LN 414 AMPG NORMAL 4.1 CURRENT VALUE 4.1 AMPG HIGH LIMIT VALUE 10.9
77046,2017-05-01 08:59:56.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
77054,2017-05-01 08:59:58.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
77062,2017-05-01 09:00:02.000,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355 BLKCAR Device1706 SIGNAL RECEIVED NORMAL CHG-DET
77065,2017-05-01 09:00:02.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
